Product Name,Code,Model 1,Model 2,Model 3,Model 4,Model 5,Model 6,Model 7,Model 8,Model 9,Model 10,Model 11,Model 12,,
Brother,CBRO-TN210M-PT,MFC-9010CN,HL-3040CN,HL-3045CN,HL-3070CW,HL-3075CW,MFC-9120CW,MFC-9125CN,MFC-9320CW,,,,,,
Brother,CBRO-TN210M-R,HL3040,HL-3040CN,HL-3045CN,HL-3070CW,HL-3075CW,HL3045,HL3070,HL3075,MFC-9010CN,MF,,,,
Brother,CBRO-TN210Y,HL-3075CW,HL-3040CN,HL-3045CN,HL-3070CW,MFC-9010CN,MFC-9120CW,MFC-9125CN,MFC-9320CW,,,,,,
Brother,CBRO-TN210Y-PT,HL-3075CW,HL-3040CN,HL-3045CN,HL-3070CW,MFC-9010CN,MFC-9120CW,MFC-9125CN,MFC-9320CW,,,,,,
Brother,CBRO-TN210Y-R,HL3040,HL-3040CN,HL-3045CN,HL-3070CW,HL-3075CW,HL3045,HL3070,HL3075,MFC-9010CN,MF,,,,
Brother,CBRO-TN221BK,HL3140CW,HL3150CDW,HL3170CDW,MFC9130CDW,MFC9140CDN,MFC9330CDW,MFC9340CDW,,,,,,,
Brother,CBRO-TN221C,HL3140CW,HL3150CDW,HL3170CDW,MFC9130CDW,MFC9140CDN,MFC9330CDW,MFC9340CDW,,,,,,,
Brother,CBRO-TN221K-PT,HL3140CW,HL3150CDW,HL3170CDW,MFC9130CDW,MFC9140CDN,MFC9330CDW,MFC9340CDW,,,,,,,
Brother,CBRO-TN221M,HL3140CW,HL3150CDW,HL3170CDW,MFC9130CDW,MFC9140CDN,MFC9330CDW,MFC9340CDW,,,,,,,
Brother,CBRO-TN221Y,HL3140CW,HL3150CDW,HL3170CDW,MFC9130CDW,MFC9140CDN,MFC9330CDW,MFC9340CDW,,,,,,,
Brother,CBRO-TN223BK,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN223BK-NC,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN223C,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN223C-NC,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN223M,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN223M-NC,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN223Y,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN223Y-NC,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN225C,HL3140CW,HL3150CDW,HL3170CDW,MFC9130CDW,MFC9140CDN,MFC9330CDW,MFC9340CDW,,,,,,,
Brother,CBRO-TN225C-PT,HL3140CW,HL3150CDW,HL3170CDW,MFC9130CDW,MFC9140CDN,MFC9330CDW,MFC9340CDW,,,,,,,
Brother,CBRO-TN225M,HL3140CW,HL3150CDW,HL3170CDW,MFC9130CDW,MFC9140CDN,MFC9330CDW,MFC9340CDW,,,,,,,
Brother,CBRO-TN225M-PT,HL3140CW,HL3150CDW,HL3170CDW,MFC9130CDW,MFC9140CDN,MFC9330CDW,MFC9340CDW,,,,,,,
Brother,CBRO-TN225Y,HL3140CW,HL3150CDW,HL3170CDW,MFC9130CDW,MFC9140CDN,MFC9330CDW,MFC9340CDW,,,,,,,
Brother,CBRO-TN225Y-PT,HL3140CW,HL3150CDW,HL3170CDW,MFC9130CDW,MFC9140CDN,MFC9330CDW,MFC9340CDW,,,,,,,
Brother,CBRO-TN227BK,HL-L3230,HL-L3210,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN227BK-NC,HL-L3230,HL-L3210,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN227C,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN227C-NC,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN227C-PT,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN227K-PT,HL-L3230,HL-L3210,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN227M,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN227M-NC,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN227M-PT,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN227Y,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN227Y-NC,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN227Y-PT,HL-L3210,HL-L3230,HL-L3270,HL-L3290,,,,,,,,,,
Brother,CBRO-TN315BK,HL-4570CDWT,DCP-9055CDN,DCP-9270CDN,HL-4140CN,HL-4150CDN,HL-4570CDW,MFC-9460CDN,MFC,,,,,,
Brother,CBRO-TN315BK-R,HL4150,DCP-9055CDN,DCP-9270CDN,HL-4140CN,HL-4150CDN,HL-4570CDW,HL-4570CDWT,HL4570,,,,,,
Brother,CBRO-TN315C,HL-4570CDWT,DCP-9055CDN,DCP-9270CDN,HL-4140CN,HL-4150CDN,HL-4570CDW,MFC-9460CDN,MFC,,,,,,
Brother,CBRO-TN315C-PT,HL-4570CDWT,DCP-9055CDN,DCP-9270CDN,HL-4140CN,HL-4150CDN,HL-4570CDW,MFC-9460CDN,MFC,,,,,,
Brother,CBRO-TN315C-R,HL4150,DCP-9055CDN,DCP-9270CDN,HL-4140CN,HL-4150CDN,HL-4570CDW,HL-4570CDWT,HL4570,,,,,,
Brother,CBRO-TN315K-PT,HL-4570CDWT,DCP-9055CDN,DCP-9270CDN,HL-4140CN,HL-4150CDN,HL-4570CDW,MFC-9460CDN,MFC,,,,,,
Brother,CBRO-TN315M,HL-4140CN,DCP-9055CDN,DCP-9270CDN,HL-4150CDN,HL-4570CDW,HL-4570CDWT,MFC-9460CDN,MFC,,,,,,
Brother,CBRO-TN315M-PT,HL-4140CN,DCP-9055CDN,DCP-9270CDN,HL-4150CDN,HL-4570CDW,HL-4570CDWT,MFC-9460CDN,MFC,,,,,,
Brother,CBRO-TN315M-R,HL4150,DCP-9055CDN,DCP-9270CDN,HL-4140CN,HL-4150CDN,HL-4570CDW,HL-4570CDWT,HL4570,,,,,,
Brother,CBRO-TN315Y,HL-4140CN,DCP-9055CDN,DCP-9270CDN,HL-4150CDN,HL-4570CDW,HL-4570CDWT,MFC-9460CDN,MFC,,,,,,
Brother,CBRO-TN315Y-PT,HL-4140CN,DCP-9055CDN,DCP-9270CDN,HL-4150CDN,HL-4570CDW,HL-4570CDWT,MFC-9460CDN,MFC,,,,,,
Brother,CBRO-TN315Y-R,HL4150,DCP-9055CDN,DCP-9270CDN,HL-4140CN,HL-4150CDN,HL-4570CDW,HL-4570CDWT,HL4570,,,,,,
Brother,CBRO-TN336C,HL-L8350CDW,HL-L8250CDW,HL-L8350CDWT,MFC-L8850CDW,,,,,,,,,,
Brother,CBRO-TN336C-PT,HL-L8350CDW,HL-L8250CDW,HL-L8350CDWT,MFC-L8850CDW,,,,,,,,,,
Brother,CBRO-TN336K,HL-L8350CDW,HL-L8250CDW,HL-L8350CDWT,MFC-L8850CDW,,,,,,,,,,
Brother,CBRO-TN336K-PT,HL-L8350CDW,HL-L8250CDW,HL-L8350CDWT,MFC-L8850CDW,,,,,,,,,,
Brother,CBRO-TN336M,HL-L8350CDW,HL-L8250CDW,HL-L8350CDWT,MFC-L8850CDW,,,,,,,,,,
Brother,CBRO-TN336M-PT,HL-L8350CDW,HL-L8250CDW,HL-L8350CDWT,MFC-L8850CDW,,,,,,,,,,
Brother,CBRO-TN336Y,HL-L8350CDW,HL-L8250CDW,HL-L8350CDWT,MFC-L8850CDW,,,,,,,,,,
Brother,CBRO-TN336Y-PT,HL-L8350CDW,HL-L8250CDW,HL-L8350CDWT,MFC-L8850CDW,,,,,,,,,,
Brother,CBRO-TN339C,L9200CDW,L9200CDWT,L9550CDW,,,,,,,,,,,
Brother,CBRO-TN339C-PT,L9200CDW,L9200CDWT,L9550CDW,,,,,,,,,,,
Brother,CBRO-TN339K,L9200CDW,L9200CDWT,L9550CDW,,,,,,,,,,,
Brother,CBRO-TN339K-PT,L9200CDW,L9200CDWT,L9550CDW,,,,,,,,,,,
Brother,CBRO-TN339M,L9200CDW,L9200CDWT,L9550CDW,,,,,,,,,,,
Brother,CBRO-TN339M-PT,L9200CDW,L9200CDWT,L9550CDW,,,,,,,,,,,
Brother,CBRO-TN339Y,L9200CDW,L9200CDWT,L9550CDW,,,,,,,,,,,
Brother,CBRO-TN339Y-PT,L9200CDW,L9200CDWT,L9550CDW,,,,,,,,,,,
Brother,CBRO-TN350,HL2040,DCP-7010,DCP-7025,DCP7020,HL-2045,HL-2070,HL-2075N,HL2030,HL2070N,INTELLIF,,,,
Brother,CBRO-TN350-PT,HL2040,DCP-7010,DCP-7025,DCP7020,HL-2045,HL-2070,HL-2075N,HL2030,HL2070N,INTELLIF,,,,
Brother,CBRO-TN350J-PT,HL2040,DCP-7010,DCP-7025,DCP7020,HL-2045,HL-2070,HL-2075N,HL2030,HL2070N,INTELLIF,,,,
Brother,CBRO-TN360,HL2140,DCP7030,DCP7040,HL-2150N,HL-2170W,HL2150,HL2170,MFC-7345N,MFC-7440N,MFC-78,,,,
Brother,CBRO-TN360-PT,HL2140,DCP7030,DCP7040,HL-2150N,HL-2170W,HL2150,HL2170,MFC-7345N,MFC-7440N,MFC-78,,,,
Brother,CBRO-TN360J-PT,HL2140,DCP7030,DCP7040,HL-2150N,HL-2170W,HL2150,HL2170,MFC-7345N,MFC-7440N,MFC-78,,,,
Brother,CBRO-TN433C,L8900CDW,L8260CDW,L8360CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN433C-PT,L8900CDW,L8260CDW,L8360CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN433K,L8900CDW,L8260CDW,L8360CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN433K-PT,L8900CDW,L8260CDW,L8360CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN433M,L8900CDW,L8260CDW,L8360CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN433M-PT,L8900CDW,L8260CDW,L8360CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN433Y,L8900CDW,L8260CDW,L8360CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN433Y-PT,L8900CDW,L8260CDW,L8360CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN436C,MFC L8900CDW,HL L8360CDW,L8260CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN436C-PT,MFC L8900CDW,HL L8360CDW,L8260CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN436K,MFC L8900CDW,HL L8360CDW,L8260CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN436K-PT,MFC L8900CDW,HL L8360CDW,L8260CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN436M,MFC L8900CDW,HL L8360CDW,L8260CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN436M-PT,MFC L8900CDW,HL L8360CDW,L8260CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN436Y,MFC L8900CDW,HL L8360CDW,L8260CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN436Y-PT,MFC L8900CDW,HL L8360CDW,L8260CDW,L8360CDWT,L8610CDW,,,,,,,,,
Brother,CBRO-TN450,HL2240,DCP-7055,DCP-7060D,DCP-7065DN,DCP7060,HL-2130,HL-2132,HL-2240D,HL-2250DN,H,,,,
Brother,CBRO-TN450-PT,HL2240,DCP-7055,DCP-7060D,DCP-7065DN,DCP7060,HL-2130,HL-2132,HL-2240D,HL-2250DN,H,,,,
Brother,CBRO-TN450J-PT,HL2240,DCP-7055,DCP-7060D,DCP-7065DN,DCP7060,HL-2130,HL-2132,HL-2240D,HL-2250DN,H,,,,
Brother,CBRO-TN460UNI,Brother Intellifax 4100,1030,1230,1240,1250,1270,1400,1430,1435,1440,1450,1470,,
Brother,CBRO-TN460UNI-PT,Brother Intellifax 4100,1030,1230,1240,1250,1270,1400,1430,1435,1440,1450,1470,,
Brother,CBRO-TN580,HL5240,DCP-8065DN,DCP8060,HL-5250DNT,HL5250DN,HL5280DW,HL5350,MFC-8660DN,MFC-8870D,,,,,
Brother,CBRO-TN580UNI,HL5240,DCP-8065DN,DCP8060,HL-5250DNT,HL5250DN,HL5280DW,HL5350,MFC-8660DN,MFC-8870D,,,,,
Brother,CBRO-TN580UNI-PT,HL5240,DCP-8065DN,DCP8060,HL-5250DNT,HL5250DN,HL5280DW,HL5350,MFC-8660DN,MFC-8870D,,,,,
Brother,CBRO-TN630,HL-L2300D,DCP-L2500D,DCP-L2520DW,DCP-L2540DN,DCP-L2540DW,HL-L2320D,HL-L2340DW,HL-L2,,,,,,
Brother,CBRO-TN650,DCP8085DN,DCP-8080DN,DCP-8380DN,DCP-8480DN,DCP-8880DN,DCP-8890DW,HL-5340D,HL-5350DN,,,,,,
Brother,CBRO-TN660,HL-L2300D,DCP-L2500D,DCP-L2520DW,DCP-L2540DN,DCP-L2540DW,HL-L2320D,HL-L2340DW,HL-L2,,,,,,
Brother,CBRO-TN660-PT,HL-L2300D,DCP-L2500D,DCP-L2520DW,DCP-L2540DN,DCP-L2540DW,HL-L2320D,HL-L2340DW,HL-L2,,,,,,
Brother,CBRO-TN660J-PT,HL-L2300D,DCP-L2500D,DCP-L2520DW,DCP-L2540DN,DCP-L2540DW,HL-L2320D,HL-L2340DW,HL-L2,,,,,,
Brother,CBRO-TN700,HL 7050,7050N,,,,,,,,,,,,
Brother,CBRO-TN720,DCP-8152DN,DCP-8157DN,DCP8110DN,DCP8150DN,DCP8155DN,DCP8250DN,HL-5440D,HL-5450DNT,,,,,,
Brother,CBRO-TN750,DCP-8152DN,DCP-8157DN,DCP8110DN,DCP8150DN,DCP8155DN,DCP8250DN,HL-5440D,HL-5450DNT,,,,,,
Brother,CBRO-TN750-PT,DCP-8152DN,DCP-8157DN,DCP8110DN,DCP8150DN,DCP8155DN,DCP8250DN,HL-5440D,HL-5450DNT,,,,,,
Brother,CBRO-TN760,DCP-L2510D,DCP-L2530DW,DCP-L2550DW,HL-2375DW,HL-L2310D,HL-L2350DN,HL-L2370DN,HL-L23,,,,,,
Brother,CBRO-TN760-NC,L2310D,L2350DN,L2370DN,L2375DW,L2390DW,L2395DW,L2510D,L2530DW,L2550DW,L2710DN,L2,,,
Brother,CBRO-TN760-PT,DCP-L2510D,DCP-L2530DW,DCP-L2550DW,HL-L2310D,HL-L2350DN,HL-L2370DN,HL-L2370DWXL,HL-,,,,,,
Brother,CBRO-TN770,HL-L2370DW,HL-L2370DWXL,MFC-L2750DW,MFC-L2750DWXL,,,,,,,,,,
Brother,CBRO-TN770-PT,HL-L2370DW,HL-L2370DWXL,MFC-L2750DW,MFC-L2750DWXL,,,,,,,,,,
Brother,CBRO-TN780,HL6180DW,HL-6182DW,HL-6182DWT,HL6180DWT,MFC-8912DW,MFC-8952DW,MFC8950DW,MFC8950DWT,,,,,,
Brother,CBRO-TN780-PT,HL6180DW,HL-6182DW,HL-6182DWT,HL6180DWT,MFC-8912DW,MFC-8952DW,MFC8950DW,MFC8950DWT,,,,,,
Brother,CBRO-TN850,DCP-L5500DN,DCP-L5600DN,DCP-L5650DN,HL-L5000D,HL-L5100DN,HL-L5200DW,HL-L5200DWT,HL-,,,,,,
Brother,CBRO-TN850-PT,DCP-L5500DN,DCP-L5600DN,DCP-L5650DN,HL-L5000D,HL-L5100DN,HL-L5200DW,HL-L5200DWT,HL-,,,,,,
Brother,CBRO-TN880,HL-L6200DW,HL-L6200DWT,HL-L6250DW,HL-L6300DW,HL-L6400DW,HL-L6400DWT,MFC-L6700DW,MFC,,,,,,
Brother,CBRO-TN880-PT,HL-L6200DW,HL-L6200DWT,HL-L6250DW,HL-L6300DW,HL-L6400DW,HL-L6400DWT,MFC-L6700DW,MFC,,,,,,
Brother,CHP-CB382A,Color LaserJet CP6015,CP6015DE,CP6015DN,CP6015N,CP6015X,CP6015XH,,,,,,,,
Brother,CHP-C4127X,HL-2460 ,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C4127X,LASERJET 4000,LASERJET 4050,,,,,,,,,,,,
Canon,CHP-C4127X,LBP-1760,LBP 52X,LBP 1760E,,,,,,,,,,,
Brother,CHP-C4127X-J,HL-2460,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C4127X-J,LASERJET 4000,LASERJET 4050,,,,,,,,,,,,
Canon,CHP-C4127X-J,LBP-1760,,,,,,,,,,,,,
Brother,CHP-C4127X-PT,HL-2460,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C4127X-PT,LASERJET 4000,LASERJET 4050,,,,,,,,,,,,
Canon,CHP-C4127X-PT,LBP-1760,LBP 52X,LBP 1760E,,,,,,,,,,,
Canon,CCAN-040HBK,IMAGECLASS LBP712CDN ,,,,,,,,,,,,,
Canon,CCAN-040HC,IMAGECLASS LBP712CDN ,,,,,,,,,,,,,
Canon,CCAN-040HM,IMAGECLASS LBP712CDN ,,,,,,,,,,,,,
Canon,CCAN-040HY,IMAGECLASS LBP712CDN ,,,,,,,,,,,,,
Canon,CCAN-045HBK,Imageclass LBP612CDW,Imageclass MF632CDW,Imageclass MF634CDW,,,,,,,,,,,
Canon,CCAN-045HC,Imageclass LBP612CDW,Imageclass MF632CDW,Imageclass MF634CDW,,,,,,,,,,,
Canon,CCAN-045HC-PT,Imageclass LBP612CDW,Imageclass MF632CDW,Imageclass MF634CDW,,,,,,,,,,,
Canon,CCAN-045HK-PT,Imageclass LBP612CDW,Imageclass MF632CDW,Imageclass MF634CDW,,,,,,,,,,,
Canon,CCAN-045HM,Imageclass LBP612CDW,Imageclass MF632CDW,Imageclass MF634CDW,,,,,,,,,,,
Canon,CCAN-045HM-PT,Imageclass LBP612CDW,Imageclass MF632CDW,Imageclass MF634CDW,,,,,,,,,,,
Canon,CCAN-045HY,Imageclass LBP612CDW,Imageclass MF632CDW,Imageclass MF634CDW,,,,,,,,,,,
Canon,CCAN-045HY-PT,Imageclass LBP612CDW,Imageclass MF632CDW,Imageclass MF634CDW,,,,,,,,,,,
Canon,CCAN-046HBK,LBP654CDW,LBP654CFW,MF731CDW,MF733CDW,,,,,,,,,,
Canon,CCAN-046HC,LBP654CDW,LBP654CFW,MF731CDW,MF733CDW,,,,,,,,,,
Canon,CCAN-046HC-PT,LBP654CDW,LBP654CFW,MF731CDW,MF733CDW,,,,,,,,,,
Canon,CCAN-046HK-PT,LBP654CDW,LBP654CFW,MF731CDW,MF733CDW,,,,,,,,,,
Canon,CCAN-046HM,LBP654CDW,LBP654CFW,MF731CDW,MF733CDW,,,,,,,,,,
Canon,CCAN-046HM-PT,LBP654CDW,LBP654CFW,MF731CDW,MF733CDW,,,,,,,,,,
Canon,CCAN-046HY,LBP654CDW,LBP654CFW,MF731CDW,MF733CDW,,,,,,,,,,
Canon,CCAN-046HY-PT,LBP654CDW,LBP654CFW,MF731CDW,MF733CDW,,,,,,,,,,
Canon,CCAN-106,i-SENSYS LBP6200d,laserCLASS 830i,LASERSHOT LBP6200,LASERSHOT LBP6200d,,,,,,,,,,
Canon,CCAN-111C,imageCLASS MF9150c,imageCLASS MF8450c,imageCLASS MF9170c,imageCLASS MF9220cdn,imageCLASS,,,,,,,,,
Canon,CCAN-111M,imageCLASS MF9150c,imageCLASS MF8450c,imageCLASS MF9170c,imageCLASS MF9220cdn,imageCLASS,,,,,,,,,
Canon,CCAN-111Y,imageCLASS MF9150c,imageCLASS MF8450c,imageCLASS MF9170c,imageCLASS MF9220cdn,imageCLASS,,,,,,,,,
Canon,CCAN-116C,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8050Cn,imageCLASS MF8030,,,,,,,,,
Canon,CCAN-116K,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8050Cn,imageCLASS MF8030,,,,,,,,,
Canon,CCAN-120,imageCLASS D1120,i-SENSYS MF6680dn,imageCLASS D1100,imageCLASS D1150,imageCLASS D1170,i,,,,,,,,
Canon,CCAN-120-PT,imageCLASS D1120,i-SENSYS MF6680dn,imageCLASS D1100,imageCLASS D1150,imageCLASS D1170,i,,,,,,,,
Canon,CCAN-128,FAXPHONE L100,FaxPhone L190,i-SENSYS MF4410,i-Sensys MF4550,i-Sensys MF4570,i-Sensys MF,,,,,,,,
Canon,CCAN-131BKH,LBP-7100,LBP-7100CN,LBP-7110CW,MF620,MF623CN,MF624CW,MF628CW,MF8200,MF8230CN,MF8280,,,,
Canon,CCAN-131C,LB6300dn,LBP-7100,LBP-7100CN,LBP-7110CW,MF620,MF623CN,MF624CW,MF628CW,MF8200,MF8230,,,,
Canon,CCAN-131M,LB6300dn,LBP-7100,LBP-7100CN,LBP-7110CW,MF620,MF623CN,MF624CW,MF628CW,MF8200,MF8230,,,,
Canon,CCAN-131Y,LB6300dn,LBP-7100,LBP-7100CN,LBP-7110CW,MF620,MF623CN,MF624CW,MF628CW,MF8200,MF8230,,,,
Canon,CCAN-137,imageCLASS MF229DW,imageCLASS MF211,imageCLASS MF212W,imageCLASS MF216N,imageCLASS MF217,,,,,,,,,
Canon,CCAN-15BK,i70,i80,i90,PIXMA 50I,PIXMA 80I,PIXMA IP90V,,,,,,,,
Canon,CCAN-16C,IP90,IP90V,MINI220,SELPHY DS180,SELPHY DS700,SELPHY DS810,,,,,,,,
Canon,CCAN-24BK,5200,BJC S200,BJC S300,i250,i320,i350,i450,i455,i470D,i475D,iP1500,iP2000,MULTIP,
Canon,CCAN-24CLR,5200,BJC S200,BJC S300,i250,i320,i350,i450,i455,i470D,i475D,iP1500,iP2000,MULTIP,
Canon,CCAN-BCI15BK-PT,50I,i50,i70,PIXMA 80I,Pixma iP-90,Pixma iP-90V,,,,,,,,
Canon,CCAN-BCI16C-PT,Pixma iP-90,Pixma iP-90V,Pixma Mini 220,Selphy DS-180,Selphy DS-700,Selphy DS-810,,,,,,,,
Canon,CCAN-BCI24K-PT,BJC-250J,BJC-323F,BJC-400J,BJC-410J,BJC-411F,BJC-420J,BJC-430J,BJC-455J,BJC-2000,BJ,,,,
Canon,CCAN-BCI3BK,BJC-3000,BJC-3010,BJC-6000,BJC-6100,BJC-6200,BJC-6500,BJC-S400,BJC-S450,BJC-S500,BJ,,,,
Canon,CCAN-BCI3BK-PT,BJC-3000,BJC-3010,BJC-6000,BJC-6100,BJC-6200,BJC-6500,BJC-S400,BJC-S450,BJC-S500,BJ,,,,
Canon,CCAN-BCI6C,S9000,BJ-F850,BJ-F860,BJ-F870,BJC-8200,BJC-S800,BJC-S820,BJC-S900,BJC-S9000,i560,i,,,
Canon,CCAN-BCI6C-PT,S9000,BJ-F850,BJ-F860,BJ-F870,BJC-8200,BJC-S800,BJC-S820,BJC-S900,BJC-S9000,i560,i,,,
Canon,CCAN-BCI6K,BJC 8200,BJC S800,BJC S820,BJC S900,BJC S8200,BJC S9000,BJ F850,BJ F860,BJ F870,i56,,,,
Canon,CCAN-BCI6K-PT,BJC 8200,BJC S800,BJC S820,BJC S900,BJC S8200,BJC S9000,BJ F850,BJ F860,BJ F870,i56,,,,
Canon,CCAN-BCI6M,i560,BJC 8200,BJC S800,BJC S820,BJC S900,BJC S8200,BJC S9000,BJ F850,BJ F860,BJ F87,,,,
Canon,CCAN-BCI6M-PT,i560,BJC 8200,BJC S800,BJC S820,BJC S900,BJC S8200,BJC S9000,BJ F850,BJ F860,BJ F87,,,,
Canon,CCAN-BCI6Y,BJ F850,BJC 8200,BJC S800,BJC S820,BJC S900,BJC S8200,BJC S9000,BJ F860,BJ F870,i56,,,,
Canon,CCAN-BCI6Y-PT,BJ F850,BJC 8200,BJC S800,BJC S820,BJC S900,BJC S8200,BJC S9000,BJ F860,BJ F870,i56,,,,
Canon,CCAN-CL211XL,Pixma MP230,Pixma IP2700,Pixma IP2702,Pixma MP240,Pixma MP250,Pixma MP260,Pixma MP270,,,,,,,
Canon,CCAN-CL241XL,Pixma MG2120,Pixma MG2220,Pixma MG3120,Pixma MG3122,Pixma MG3220,Pixma MG3222,Pixma MG,,,,,,,
Canon,CCAN-CL246XL,Pixma IP2820,Pixma MG2400,Pixma MG2420,Pixma MG2500,Pixma MG2520,Pixma MG2525,Pixma MG,,,,,,,
Canon,CCAN-CL31,Pixma IP1800,Pixma IP1900,Pixma MP140,Pixma MP210,Pixma MP220,Pixma MP470,Pixma MX300,,,,,,,
Canon,CCAN-CL41CLR,Multipass 170,Fax JX510,Fax JX510P,Multipass 750,Pixma IP200,Pixma IP1300,Pixma IP1600,,,,,,,
Canon,CCAN-CL51,Pixma IP6210D,Pixma IP6220D,Pixma IP6310D,Pixma MP150,Pixma MP160,Pixma MP180,Pixma MP,,,,,,,
Canon,CCAN-CLI221C,Pixma IP3600,Pixma IP4600,Pixma IP4700,Pixma MP540,Pixma MP550,Pixma MP560,Pixma MP620,,,,,,,
Canon,CCAN-CLI221C-PT,Pixma IP3600,Pixma IP4600,Pixma IP4700,Pixma MP540,Pixma MP550,Pixma MP560,Pixma MP620,,,,,,,
Canon,CCAN-CLI221GY,Pixma IP3600,Pixma IP4600,Pixma IP4700,Pixma MP540,Pixma MP550,Pixma MP560,Pixma MP620,,,,,,,
Canon,CCAN-CLI221GY-PT,Pixma IP3600,Pixma IP4600,Pixma IP4700,Pixma MP540,Pixma MP550,Pixma MP560,Pixma MP620,,,,,,,
Canon,CCAN-CLI221K,Pixma IP3600,Pixma IP4600,Pixma IP4700,Pixma MP540,Pixma MP550,Pixma MP560,Pixma MP620,,,,,,,
Canon,CCAN-CLI221K-PT,Pixma IP3600,Pixma IP4600,Pixma IP4700,Pixma MP540,Pixma MP550,Pixma MP560,Pixma MP620,,,,,,,
Canon,CCAN-CLI221M,Pixma IP3600,Pixma IP4600,Pixma IP4700,Pixma MP540,Pixma MP550,Pixma MP560,Pixma MP620,,,,,,,
Canon,CCAN-CLI221M-PT,Pixma IP3600,Pixma IP4600,Pixma IP4700,Pixma MP540,Pixma MP550,Pixma MP560,Pixma MP620,,,,,,,
Canon,CCAN-CLI221Y,Pixma IP3600,Pixma IP4600,Pixma IP4700,Pixma MP540,Pixma MP550,Pixma MP560,Pixma MP620,,,,,,,
Canon,CCAN-CLI221Y-PT,Pixma IP3600,Pixma IP4600,Pixma IP4700,Pixma MP540,Pixma MP550,Pixma MP560,Pixma MP620,,,,,,,
Canon,CCAN-CLI226C,IP4820,IP4920,IX6520,MG5120,MG5200,MG5220,MG5320,MG5330,MG6100,MG6120,MG6220,MG81,,
Canon,CCAN-CLI226C-PT,IP4820,IP4920,IX6520,MG5120,MG5200,MG5220,MG5320,MG5330,MG6100,MG6120,MG6220,MG81,,
Canon,CCAN-CLI226GY,MG6100,MG6120,MG6220,MG8120,MG8220,,,,,,,,,
Canon,CCAN-CLI226GY-PT,MG6100,MG6120,MG6220,MG8120,MG8220,,,,,,,,,
Canon,CCAN-CLI226K,IP4820,IP4920,IX6520,MG5120,MG5200,MG5320,MG5330,MG6100,MG6120,MG6220,MG8120,MG82,,
